origin,destination,departure_date,price
LUZ,TSR,2025-08-02,193.99
LUZ,CBP,2025-08-02,193.99
LUZ,VAR,2025-08-02,208.0
LUZ,TLL,2025-08-02,158.99
LUZ,LCJ,2025-08-02,242.81
LUZ,TBS,2025-08-02,151.0
LUZ,VNO,2025-08-02,151.0
LUZ,DBV,2025-08-02,142.0
LUZ,LJU,2025-08-02,138.9
LUZ,SPU,2025-08-02,210.0
LUZ,OPO,2025-08-02,176.9
LUZ,MMI,2025-08-02,176.9
LUZ,ZAD,2025-08-02,193.0
LUZ,HEL,2025-08-02,114.0
LUZ,YXU,2025-08-02,649.99
LUZ,PRG,2025-08-02,105.9
LUZ,MUC,2025-08-02,94.8
LUZ,BUD,2025-08-02,100.9
LUZ,LIS,2025-08-02,140.0
LUZ,BLA,2025-08-02,488.0
LUZ,POZ,2025-08-02,42.0
LUZ,CPH,2025-08-02,81.0
LUZ,BML,2025-08-02,81.0
TSR,INI,2025-08-02,125.0
TSR,AAH,2025-08-02,125.0
TSR,LUZ,2025-08-02,174.99
TSR,CBP,2025-08-02,174.99
TSR,VAR,2025-08-02,112.99
TSR,TLL,2025-08-02,154.99
TSR,LCJ,2025-08-02,251.9
TSR,TBS,2025-08-02,133.99
TSR,VNO,2025-08-02,124.99
TSR,DBV,2025-08-02,156.1
TSR,LJU,2025-08-02,135.99
TSR,SPU,2025-08-02,165.0
TSR,OPO,2025-08-02,99.99
TSR,MMI,2025-08-02,99.99
TSR,ZAD,2025-08-02,205.99
TSR,HEL,2025-08-02,131.99
TSR,YXU,2025-08-02,602.99
TSR,PRG,2025-08-02,99.99
TSR,MUC,2025-08-02,85.99
TSR,BUD,2025-08-02,78.99
TSR,LIS,2025-08-02,92.99
TSR,BLA,2025-08-02,442.0
TSR,WMI,2025-08-02,161.59
TSR,POZ,2025-08-02,168.99
TSR,CPH,2025-08-02,55.99
TSR,BML,2025-08-02,55.99
CBP,BOJ,2025-08-02,55.99
CBP,INI,2025-08-02,55.99
CBP,AAH,2025-08-02,55.99
CBP,RJK,2025-08-02,55.99
CBP,QND,2025-08-02,55.99
CBP,LUZ,2025-08-02,55.99
CBP,TSR,2025-08-02,55.99
CBP,VAR,2025-08-02,55.99
CBP,TLL,2025-08-02,55.99
CBP,LCJ,2025-08-02,55.99
CBP,TBS,2025-08-02,55.99
CBP,VNO,2025-08-02,55.99
CBP,DBV,2025-08-02,55.99
CBP,LJU,2025-08-02,55.99
CBP,SPU,2025-08-02,55.99
CBP,OPO,2025-08-02,55.99
CBP,MMI,2025-08-02,55.99
CBP,ZAD,2025-08-02,55.99
CBP,HEL,2025-08-02,55.99
CBP,YXU,2025-08-02,55.99
CBP,VLN,2025-08-02,55.99
CBP,PRG,2025-08-02,55.99
CBP,MUC,2025-08-02,55.99
CBP,BUD,2025-08-02,55.99
CBP,LIS,2025-08-02,55.99
CBP,BLA,2025-08-02,55.99
CBP,WMI,2025-08-02,55.99
CBP,POZ,2025-08-02,55.99
CBP,CPH,2025-08-02,55.99
CBP,BML,2025-08-02,55.99
VAR,INI,2025-08-02,184.0
VAR,AAH,2025-08-02,184.0
VAR,LUZ,2025-08-02,240.99
VAR,TSR,2025-08-02,190.99
VAR,CBP,2025-08-02,190.99
VAR,TLL,2025-08-02,190.0
VAR,LCJ,2025-08-02,270.79
VAR,TBS,2025-08-02,208.0
VAR,VNO,2025-08-02,167.9
VAR,DBV,2025-08-02,184.0
VAR,LJU,2025-08-02,119.0
VAR,SPU,2025-08-02,172.0
VAR,OPO,2025-08-02,162.99
VAR,MMI,2025-08-02,162.99
VAR,ZAD,2025-08-02,274.99
VAR,HEL,2025-08-02,153.9
VAR,YXU,2025-08-02,638.99
VAR,PRG,2025-08-02,140.0
VAR,MUC,2025-08-02,135.99
VAR,BUD,2025-08-02,146.0
VAR,LIS,2025-08-02,152.0
VAR,BLA,2025-08-02,575.0
VAR,WMI,2025-08-02,213.15
VAR,POZ,2025-08-02,169.0
VAR,CPH,2025-08-02,136.99
VAR,BML,2025-08-02,136.99
TLL,INI,2025-08-02,201.0
TLL,AAH,2025-08-02,201.0
TLL,LUZ,2025-08-02,143.99
TLL,TSR,2025-08-02,120.97
TLL,CBP,2025-08-02,120.97
TLL,VAR,2025-08-02,202.0
TLL,LCJ,2025-08-02,284.99
TLL,TBS,2025-08-02,157.9
TLL,VNO,2025-08-02,54.0
TLL,DBV,2025-08-02,148.0
TLL,LJU,2025-08-02,108.97
TLL,SPU,2025-08-02,158.0
TLL,OPO,2025-08-02,180.99
TLL,MMI,2025-08-02,180.99
TLL,ZAD,2025-08-02,161.99
TLL,HEL,2025-08-02,84.7
TLL,YXU,2025-08-02,677.0
TLL,PRG,2025-08-02,73.21
TLL,MUC,2025-08-02,94.97
TLL,BUD,2025-08-02,94.0
TLL,LIS,2025-08-02,124.99
TLL,BLA,2025-08-02,464.25
TLL,WMI,2025-08-02,335.28
TLL,POZ,2025-08-02,121.97
TLL,CPH,2025-08-02,63.85
TLL,BML,2025-08-02,63.85
LCJ,TSR,2025-08-02,266.74
LCJ,CBP,2025-08-02,266.74
LCJ,VAR,2025-08-02,224.74
LCJ,TLL,2025-08-02,174.51
LCJ,TBS,2025-08-02,204.78
LCJ,VNO,2025-08-02,248.52
LCJ,LJU,2025-08-02,184.66
LCJ,SPU,2025-08-02,248.5
LCJ,OPO,2025-08-02,172.71
LCJ,MMI,2025-08-02,172.71
LCJ,HEL,2025-08-02,211.66
LCJ,YXU,2025-08-02,777.64
LCJ,PRG,2025-08-02,116.59
LCJ,MUC,2025-08-02,120.78
LCJ,BUD,2025-08-02,195.45
LCJ,LIS,2025-08-02,184.19
LCJ,BLA,2025-08-02,518.07
LCJ,POZ,2025-08-02,200.58
LCJ,CPH,2025-08-02,107.24
LCJ,BML,2025-08-02,107.24
TBS,INI,2025-08-02,97.9
TBS,AAH,2025-08-02,97.9
TBS,LUZ,2025-08-02,178.0
TBS,TSR,2025-08-02,133.18
TBS,CBP,2025-08-02,133.18
TBS,VAR,2025-08-02,161.9
TBS,TLL,2025-08-02,136.9
TBS,LCJ,2025-08-02,271.35
TBS,VNO,2025-08-02,155.0
TBS,DBV,2025-08-02,172.3
TBS,LJU,2025-08-02,106.0
TBS,SPU,2025-08-02,203.9
TBS,OPO,2025-08-02,198.26
TBS,MMI,2025-08-02,198.26
TBS,ZAD,2025-08-02,197.25
TBS,HEL,2025-08-02,96.0
TBS,YXU,2025-08-02,624.66
TBS,PRG,2025-08-02,110.9
TBS,MUC,2025-08-02,81.9
TBS,BUD,2025-08-02,67.82
TBS,LIS,2025-08-02,174.0
TBS,BLA,2025-08-02,511.0
TBS,WMI,2025-08-02,193.07
TBS,POZ,2025-08-02,158.0
TBS,CPH,2025-08-02,73.19
TBS,BML,2025-08-02,73.19
VNO,INI,2025-08-02,147.0
VNO,AAH,2025-08-02,147.0
VNO,LUZ,2025-08-02,133.99
VNO,TSR,2025-08-02,119.9
VNO,CBP,2025-08-02,119.9
VNO,VAR,2025-08-02,171.4
VNO,TLL,2025-08-02,51.93
VNO,LCJ,2025-08-02,248.99
VNO,TBS,2025-08-02,156.87
VNO,DBV,2025-08-02,181.9
VNO,LJU,2025-08-02,88.54
VNO,SPU,2025-08-02,152.99
VNO,OPO,2025-08-02,153.0
VNO,MMI,2025-08-02,153.0
VNO,ZAD,2025-08-02,171.99
VNO,HEL,2025-08-02,65.55
VNO,YXU,2025-08-02,649.9
VNO,PRG,2025-08-02,71.51
VNO,MUC,2025-08-02,99.97
VNO,BUD,2025-08-02,25.99
VNO,LIS,2025-08-02,110.9
VNO,BLA,2025-08-02,468.0
VNO,WMI,2025-08-02,280.4
VNO,POZ,2025-08-02,133.99
VNO,CPH,2025-08-02,49.53
VNO,BML,2025-08-02,49.53
DBV,INI,2025-08-02,184.0
DBV,AAH,2025-08-02,184.0
DBV,LUZ,2025-08-02,234.0
DBV,TSR,2025-08-02,149.0
DBV,CBP,2025-08-02,149.0
DBV,VAR,2025-08-02,251.9
DBV,TLL,2025-08-02,165.0
DBV,LCJ,2025-08-02,382.99
DBV,TBS,2025-08-02,216.0
DBV,VNO,2025-08-02,165.99
DBV,LJU,2025-08-02,168.0
DBV,SPU,2025-08-02,67.9
DBV,OPO,2025-08-02,180.0
DBV,MMI,2025-08-02,180.0
DBV,ZAD,2025-08-02,66.9
DBV,HEL,2025-08-02,167.99
DBV,YXU,2025-08-02,958.0
DBV,PRG,2025-08-02,154.99
DBV,MUC,2025-08-02,118.97
DBV,BUD,2025-08-02,140.99
DBV,LIS,2025-08-02,170.9
DBV,BLA,2025-08-02,801.0
DBV,POZ,2025-08-02,165.99
DBV,CPH,2025-08-02,85.7
DBV,BML,2025-08-02,85.7
LJU,INI,2025-08-02,90.6
LJU,AAH,2025-08-02,90.6
LJU,LUZ,2025-08-02,183.99
LJU,TSR,2025-08-02,152.0
LJU,CBP,2025-08-02,152.0
LJU,VAR,2025-08-02,165.0
LJU,TLL,2025-08-02,107.99
LJU,LCJ,2025-08-02,335.62
LJU,TBS,2025-08-02,166.9
LJU,VNO,2025-08-02,100.99
LJU,DBV,2025-08-02,217.99
LJU,SPU,2025-08-02,197.99
LJU,OPO,2025-08-02,102.0
LJU,MMI,2025-08-02,102.0
LJU,ZAD,2025-08-02,167.99
LJU,HEL,2025-08-02,121.9
LJU,YXU,2025-08-02,487.99
LJU,PRG,2025-08-02,95.97
LJU,MUC,2025-08-02,101.97
LJU,BUD,2025-08-02,106.0
LJU,LIS,2025-08-02,101.0
LJU,BLA,2025-08-02,554.0
LJU,WMI,2025-08-02,365.92
LJU,POZ,2025-08-02,103.99
LJU,CPH,2025-08-02,93.72
LJU,BML,2025-08-02,93.72
SPU,INI,2025-08-02,159.0
SPU,AAH,2025-08-02,159.0
SPU,LUZ,2025-08-02,220.99
SPU,TSR,2025-08-02,170.0
SPU,CBP,2025-08-02,170.0
SPU,VAR,2025-08-02,226.0
SPU,TLL,2025-08-02,178.97
SPU,LCJ,2025-08-02,373.99
SPU,TBS,2025-08-02,176.0
SPU,VNO,2025-08-02,164.99
SPU,DBV,2025-08-02,58.4
SPU,LJU,2025-08-02,198.0
SPU,OPO,2025-08-02,157.0
SPU,MMI,2025-08-02,157.0
SPU,ZAD,2025-08-02,74.99
SPU,HEL,2025-08-02,162.99
SPU,YXU,2025-08-02,758.99
SPU,PRG,2025-08-02,128.99
SPU,MUC,2025-08-02,121.9
SPU,BUD,2025-08-02,137.99
SPU,LIS,2025-08-02,156.99
SPU,BLA,2025-08-02,588.0
SPU,WMI,2025-08-02,169.23
SPU,POZ,2025-08-02,155.99
SPU,CPH,2025-08-02,79.6
SPU,BML,2025-08-02,79.6
OPO,INI,2025-08-02,134.3
OPO,AAH,2025-08-02,134.3
OPO,LUZ,2025-08-02,164.99
OPO,TSR,2025-08-02,137.0
OPO,CBP,2025-08-02,137.0
OPO,VAR,2025-08-02,147.32
OPO,TLL,2025-08-02,133.99
OPO,LCJ,2025-08-02,233.99
OPO,TBS,2025-08-02,186.99
OPO,VNO,2025-08-02,116.99
OPO,DBV,2025-08-02,170.99
OPO,LJU,2025-08-02,102.99
OPO,SPU,2025-08-02,152.0
OPO,MMI,2025-08-02,152.0
OPO,ZAD,2025-08-02,219.99
OPO,HEL,2025-08-02,91.9
OPO,YXU,2025-08-02,554.99
OPO,PRG,2025-08-02,73.44
OPO,MUC,2025-08-02,59.0
OPO,BUD,2025-08-02,75.99
OPO,LIS,2025-08-02,28.9
OPO,BLA,2025-08-02,391.0
OPO,WMI,2025-08-02,135.19
OPO,POZ,2025-08-02,110.0
OPO,CPH,2025-08-02,52.0
OPO,BML,2025-08-02,52.0
MMI,BOJ,2025-08-02,52.0
MMI,INI,2025-08-02,52.0
MMI,AAH,2025-08-02,52.0
MMI,RJK,2025-08-02,52.0
MMI,QND,2025-08-02,52.0
MMI,LUZ,2025-08-02,52.0
MMI,TSR,2025-08-02,52.0
MMI,CBP,2025-08-02,52.0
MMI,VAR,2025-08-02,52.0
MMI,TLL,2025-08-02,52.0
MMI,LCJ,2025-08-02,52.0
MMI,TBS,2025-08-02,52.0
MMI,VNO,2025-08-02,52.0
MMI,DBV,2025-08-02,52.0
MMI,LJU,2025-08-02,52.0
MMI,SPU,2025-08-02,52.0
MMI,OPO,2025-08-02,52.0
MMI,ZAD,2025-08-02,52.0
MMI,HEL,2025-08-02,52.0
MMI,YXU,2025-08-02,52.0
MMI,VLN,2025-08-02,52.0
MMI,PRG,2025-08-02,52.0
MMI,MUC,2025-08-02,52.0
MMI,BUD,2025-08-02,52.0
MMI,LIS,2025-08-02,52.0
MMI,BLA,2025-08-02,52.0
MMI,WMI,2025-08-02,52.0
MMI,POZ,2025-08-02,52.0
MMI,CPH,2025-08-02,52.0
MMI,BML,2025-08-02,52.0
ZAD,INI,2025-08-02,265.9
ZAD,AAH,2025-08-02,265.9
ZAD,TSR,2025-08-02,165.0
ZAD,CBP,2025-08-02,165.0
ZAD,VAR,2025-08-02,322.99
ZAD,TLL,2025-08-02,177.0
ZAD,TBS,2025-08-02,154.4
ZAD,VNO,2025-08-02,162.99
ZAD,DBV,2025-08-02,58.4
ZAD,LJU,2025-08-02,170.99
ZAD,SPU,2025-08-02,72.99
ZAD,OPO,2025-08-02,285.9
ZAD,MMI,2025-08-02,285.9
ZAD,HEL,2025-08-02,188.0
ZAD,PRG,2025-08-02,140.99
ZAD,MUC,2025-08-02,114.9
ZAD,BUD,2025-08-02,175.99
ZAD,LIS,2025-08-02,154.9
ZAD,POZ,2025-08-02,179.1
ZAD,CPH,2025-08-02,92.8
ZAD,BML,2025-08-02,92.8
HEL,INI,2025-08-02,156.0
HEL,AAH,2025-08-02,156.0
HEL,LUZ,2025-08-02,129.99
HEL,TSR,2025-08-02,118.99
HEL,CBP,2025-08-02,118.99
HEL,VAR,2025-08-02,178.99
HEL,TLL,2025-08-02,87.9
HEL,LCJ,2025-08-02,299.99
HEL,TBS,2025-08-02,178.99
HEL,VNO,2025-08-02,70.9
HEL,DBV,2025-08-02,193.74
HEL,LJU,2025-08-02,86.83
HEL,SPU,2025-08-02,201.99
HEL,OPO,2025-08-02,144.0
HEL,MMI,2025-08-02,144.0
HEL,ZAD,2025-08-02,215.99
HEL,YXU,2025-08-02,696.99
HEL,PRG,2025-08-02,65.99
HEL,MUC,2025-08-02,89.9
HEL,BUD,2025-08-02,111.99
HEL,LIS,2025-08-02,131.0
HEL,BLA,2025-08-02,503.0
HEL,WMI,2025-08-02,335.88
HEL,POZ,2025-08-02,169.99
HEL,CPH,2025-08-02,50.99
HEL,BML,2025-08-02,50.99
YXU,INI,2025-08-02,1368.99
YXU,AAH,2025-08-02,1368.99
YXU,LUZ,2025-08-02,890.5
YXU,TSR,2025-08-02,812.99
YXU,CBP,2025-08-02,812.99
YXU,VAR,2025-08-02,962.99
YXU,TLL,2025-08-02,794.0
YXU,LCJ,2025-08-02,1036.73
YXU,TBS,2025-08-02,823.99
YXU,VNO,2025-08-02,774.99
YXU,DBV,2025-08-02,849.99
YXU,LJU,2025-08-02,831.99
YXU,SPU,2025-08-02,807.99
YXU,OPO,2025-08-02,646.99
YXU,MMI,2025-08-02,646.99
YXU,ZAD,2025-08-02,886.62
YXU,HEL,2025-08-02,686.31
YXU,PRG,2025-08-02,732.91
YXU,MUC,2025-08-02,734.99
YXU,BUD,2025-08-02,709.99
YXU,LIS,2025-08-02,606.91
YXU,POZ,2025-08-02,746.0
YXU,CPH,2025-08-02,600.81
YXU,BML,2025-08-02,600.81
PRG,INI,2025-08-02,132.9
PRG,AAH,2025-08-02,132.9
PRG,LUZ,2025-08-02,90.99
PRG,TSR,2025-08-02,129.99
PRG,CBP,2025-08-02,129.99
PRG,VAR,2025-08-02,192.9
PRG,TLL,2025-08-02,86.9
PRG,LCJ,2025-08-02,231.99
PRG,TBS,2025-08-02,151.99
PRG,VNO,2025-08-02,97.9
PRG,DBV,2025-08-02,133.5
PRG,LJU,2025-08-02,67.0
PRG,SPU,2025-08-02,145.0
PRG,OPO,2025-08-02,99.51
PRG,MMI,2025-08-02,99.51
PRG,ZAD,2025-08-02,175.99
PRG,HEL,2025-08-02,71.99
PRG,YXU,2025-08-02,613.1
PRG,MUC,2025-08-02,83.97
PRG,BUD,2025-08-02,94.99
PRG,LIS,2025-08-02,106.6
PRG,BLA,2025-08-02,440.0
PRG,WMI,2025-08-02,125.99
PRG,POZ,2025-08-02,93.0
PRG,CPH,2025-08-02,32.99
PRG,BML,2025-08-02,32.99
MUC,INI,2025-08-02,161.7
MUC,AAH,2025-08-02,161.7
MUC,LUZ,2025-08-02,152.0
MUC,TSR,2025-08-02,123.99
MUC,CBP,2025-08-02,123.99
MUC,VAR,2025-08-02,213.0
MUC,TLL,2025-08-02,119.19
MUC,LCJ,2025-08-02,291.05
MUC,TBS,2025-08-02,132.99
MUC,VNO,2025-08-02,115.97
MUC,DBV,2025-08-02,106.9
MUC,LJU,2025-08-02,158.99
MUC,SPU,2025-08-02,106.9
MUC,OPO,2025-08-02,133.99
MUC,MMI,2025-08-02,133.99
MUC,ZAD,2025-08-02,101.9
MUC,HEL,2025-08-02,124.29
MUC,YXU,2025-08-02,709.9
MUC,PRG,2025-08-02,109.0
MUC,BUD,2025-08-02,115.97
MUC,LIS,2025-08-02,140.04
MUC,BLA,2025-08-02,479.0
MUC,WMI,2025-08-02,211.8
MUC,POZ,2025-08-02,108.0
MUC,CPH,2025-08-02,100.99
MUC,BML,2025-08-02,100.99
BUD,INI,2025-08-02,95.0
BUD,AAH,2025-08-02,95.0
BUD,LUZ,2025-08-02,84.99
BUD,TSR,2025-08-02,91.0
BUD,CBP,2025-08-02,91.0
BUD,VAR,2025-08-02,160.99
BUD,TLL,2025-08-02,101.9
BUD,LCJ,2025-08-02,213.99
BUD,TBS,2025-08-02,118.43
BUD,VNO,2025-08-02,77.97
BUD,DBV,2025-08-02,133.99
BUD,LJU,2025-08-02,75.0
BUD,SPU,2025-08-02,133.99
BUD,OPO,2025-08-02,94.7
BUD,MMI,2025-08-02,94.7
BUD,ZAD,2025-08-02,175.97
BUD,HEL,2025-08-02,67.0
BUD,YXU,2025-08-02,554.99
BUD,PRG,2025-08-02,73.0
BUD,MUC,2025-08-02,73.0
BUD,LIS,2025-08-02,81.29
BUD,BLA,2025-08-02,455.0
BUD,WMI,2025-08-02,126.98
BUD,POZ,2025-08-02,80.0
BUD,CPH,2025-08-02,20.99
BUD,BML,2025-08-02,20.99
LIS,INI,2025-08-02,135.0
LIS,AAH,2025-08-02,135.0
LIS,LUZ,2025-08-02,147.0
LIS,TSR,2025-08-02,120.99
LIS,CBP,2025-08-02,120.99
LIS,VAR,2025-08-02,157.81
LIS,TLL,2025-08-02,87.0
LIS,LCJ,2025-08-02,225.99
LIS,TBS,2025-08-02,154.0
LIS,VNO,2025-08-02,126.85
LIS,DBV,2025-08-02,160.1
LIS,LJU,2025-08-02,125.0
LIS,SPU,2025-08-02,151.26
LIS,OPO,2025-08-02,35.0
LIS,MMI,2025-08-02,35.0
LIS,ZAD,2025-08-02,197.97
LIS,HEL,2025-08-02,100.9
LIS,YXU,2025-08-02,519.99
LIS,PRG,2025-08-02,64.93
LIS,MUC,2025-08-02,65.97
LIS,BUD,2025-08-02,49.97
LIS,BLA,2025-08-02,397.0
LIS,WMI,2025-08-02,131.19
LIS,POZ,2025-08-02,117.0
LIS,CPH,2025-08-02,62.14
LIS,BML,2025-08-02,62.14
BLA,INI,2025-08-02,939.0
BLA,AAH,2025-08-02,939.0
BLA,LUZ,2025-08-02,685.0
BLA,TSR,2025-08-02,483.0
BLA,CBP,2025-08-02,483.0
BLA,VAR,2025-08-02,742.0
BLA,TLL,2025-08-02,596.0
BLA,LCJ,2025-08-02,632.69
BLA,TBS,2025-08-02,465.0
BLA,VNO,2025-08-02,532.0
BLA,DBV,2025-08-02,509.0
BLA,LJU,2025-08-02,662.0
BLA,SPU,2025-08-02,514.0
BLA,OPO,2025-08-02,453.79
BLA,MMI,2025-08-02,453.79
BLA,HEL,2025-08-02,533.0
BLA,PRG,2025-08-02,455.0
BLA,MUC,2025-08-02,447.0
BLA,BUD,2025-08-02,438.71
BLA,LIS,2025-08-02,450.0
BLA,WMI,2025-08-02,682.52
BLA,POZ,2025-08-02,505.0
BLA,CPH,2025-08-02,441.0
BLA,BML,2025-08-02,441.0
WMI,INI,2025-08-02,227.54
WMI,AAH,2025-08-02,227.54
WMI,TSR,2025-08-02,213.98
WMI,CBP,2025-08-02,213.98
WMI,VAR,2025-08-02,206.53
WMI,TLL,2025-08-02,164.21
WMI,TBS,2025-08-02,189.91
WMI,OPO,2025-08-02,153.16
WMI,MMI,2025-08-02,153.16
WMI,PRG,2025-08-02,104.26
WMI,MUC,2025-08-02,105.34
WMI,BUD,2025-08-02,119.18
WMI,LIS,2025-08-02,130.42
WMI,BLA,2025-08-02,523.63
WMI,POZ,2025-08-02,137.08
WMI,CPH,2025-08-02,113.46
WMI,BML,2025-08-02,113.46
POZ,INI,2025-08-02,163.9
POZ,AAH,2025-08-02,163.9
POZ,LUZ,2025-08-02,43.1
POZ,TSR,2025-08-02,130.97
POZ,CBP,2025-08-02,130.97
POZ,VAR,2025-08-02,185.8
POZ,TLL,2025-08-02,106.86
POZ,LCJ,2025-08-02,228.17
POZ,TBS,2025-08-02,153.0
POZ,VNO,2025-08-02,118.85
POZ,DBV,2025-08-02,94.99
POZ,LJU,2025-08-02,103.2
POZ,SPU,2025-08-02,158.3
POZ,OPO,2025-08-02,146.0
POZ,MMI,2025-08-02,146.0
POZ,ZAD,2025-08-02,175.99
POZ,HEL,2025-08-02,126.4
POZ,YXU,2025-08-02,652.99
POZ,PRG,2025-08-02,72.0
POZ,MUC,2025-08-02,73.17
POZ,BUD,2025-08-02,80.94
POZ,LIS,2025-08-02,128.99
POZ,BLA,2025-08-02,499.0
POZ,WMI,2025-08-02,324.99
POZ,CPH,2025-08-02,67.9
POZ,BML,2025-08-02,67.9
CPH,INI,2025-08-02,122.0
CPH,AAH,2025-08-02,122.0
CPH,LUZ,2025-08-02,131.4
CPH,TSR,2025-08-02,125.8
CPH,CBP,2025-08-02,125.8
CPH,VAR,2025-08-02,163.08
CPH,TLL,2025-08-02,84.9
CPH,LCJ,2025-08-02,252.99
CPH,TBS,2025-08-02,163.0
CPH,VNO,2025-08-02,82.99
CPH,DBV,2025-08-02,134.99
CPH,LJU,2025-08-02,98.75
CPH,SPU,2025-08-02,122.84
CPH,OPO,2025-08-02,101.52
CPH,MMI,2025-08-02,101.52
CPH,ZAD,2025-08-02,169.99
CPH,HEL,2025-08-02,65.9
CPH,YXU,2025-08-02,691.9
CPH,PRG,2025-08-02,61.99
CPH,MUC,2025-08-02,88.97
CPH,BUD,2025-08-02,61.52
CPH,LIS,2025-08-02,110.99
CPH,BLA,2025-08-02,458.0
CPH,WMI,2025-08-02,260.99
CPH,POZ,2025-08-02,108.0
CPH,BML,2025-08-02,108.0
BML,BOJ,2025-08-02,108.0
BML,INI,2025-08-02,108.0
BML,AAH,2025-08-02,108.0
BML,RJK,2025-08-02,108.0
BML,QND,2025-08-02,108.0
BML,LUZ,2025-08-02,108.0
BML,TSR,2025-08-02,108.0
BML,CBP,2025-08-02,108.0
BML,VAR,2025-08-02,108.0
BML,TLL,2025-08-02,108.0
BML,LCJ,2025-08-02,108.0
BML,TBS,2025-08-02,108.0
BML,VNO,2025-08-02,108.0
BML,DBV,2025-08-02,108.0
BML,LJU,2025-08-02,108.0
BML,SPU,2025-08-02,108.0
BML,OPO,2025-08-02,108.0
BML,MMI,2025-08-02,108.0
BML,ZAD,2025-08-02,108.0
BML,HEL,2025-08-02,108.0
BML,YXU,2025-08-02,108.0
BML,VLN,2025-08-02,108.0
BML,PRG,2025-08-02,108.0
BML,MUC,2025-08-02,108.0
BML,BUD,2025-08-02,108.0
BML,LIS,2025-08-02,108.0
BML,BLA,2025-08-02,108.0
BML,WMI,2025-08-02,108.0
BML,POZ,2025-08-02,108.0
BML,CPH,2025-08-02,108.0
